Description,GeoAreaName,Year,Value
Proportion of women in managerial positions (%),Oman,2000,9.32
Proportion of women in managerial positions (%),Oman,2008,5.53
Proportion of women in managerial positions (%),Oman,2016,11.06
Proportion of women in managerial positions (%),Oman,2020,25.94
Proportion of women in managerial positions (%),Europe and Northern America,2000,33.05
Proportion of women in managerial positions (%),Europe and Northern America,2001,33.64
Proportion of women in managerial positions (%),Europe and Northern America,2002,34.11
Proportion of women in managerial positions (%),Europe and Northern America,2003,34.94
Proportion of women in managerial positions (%),Europe and Northern America,2004,34.91
Proportion of women in managerial positions (%),Europe and Northern America,2005,35.48
Proportion of women in managerial positions (%),Europe and Northern America,2006,35.37
Proportion of women in managerial positions (%),Europe and Northern America,2007,35.97
Proportion of women in managerial positions (%),Europe and Northern America,2008,35.83
Proportion of women in managerial positions (%),Europe and Northern America,2009,36.14
Proportion of women in managerial positions (%),Europe and Northern America,2010,36.79
Proportion of women in managerial positions (%),Europe and Northern America,2011,36.88
Proportion of women in managerial positions (%),Europe and Northern America,2012,36.82
Proportion of women in managerial positions (%),Europe and Northern America,2013,36.32
Proportion of women in managerial positions (%),Europe and Northern America,2014,36.3
Proportion of women in managerial positions (%),Europe and Northern America,2015,36.77
Proportion of women in managerial positions (%),Europe and Northern America,2016,37.17
Proportion of women in managerial positions (%),Europe and Northern America,2017,37.41
Proportion of women in managerial positions (%),Europe and Northern America,2018,37.63
Proportion of women in managerial positions (%),Europe and Northern America,2019,38.11
Proportion of women in managerial positions (%),Europe and Northern America,2020,38.91
Proportion of women in managerial positions (%),"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)",2000,31.81
Proportion of women in managerial positions (%),"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)",2001,32.4
Proportion of women in managerial positions (%),"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)",2002,32.86
Proportion of women in managerial positions (%),"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)",2003,33.69
Proportion of women in managerial positions (%),"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)",2004,33.67
Proportion of women in managerial positions (%),"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)",2005,34.22
Proportion of women in managerial positions (%),"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)",2006,34.19
Proportion of women in managerial positions (%),"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)",2007,34.76
Proportion of women in managerial positions (%),"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)",2008,34.7
Proportion of women in managerial positions (%),"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)",2009,34.96
Proportion of women in managerial positions (%),"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)",2010,35.57
Proportion of women in managerial positions (%),"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)",2011,35.76
Proportion of women in managerial positions (%),"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)",2012,35.75
Proportion of women in managerial positions (%),"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)",2013,35.37
Proportion of women in managerial positions (%),"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)",2014,35.39
Proportion of women in managerial positions (%),"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)",2015,35.9
Proportion of women in managerial positions (%),"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)",2016,36.28
Proportion of women in managerial positions (%),"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)",2017,36.58
Proportion of women in managerial positions (%),"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)",2018,36.89
Proportion of women in managerial positions (%),"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)",2019,37.39
Proportion of women in managerial positions (%),"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)",2020,38.09
Proportion of women in managerial positions (%),Developing regions,2000,21.87
Proportion of women in managerial positions (%),Developing regions,2001,22.16
Proportion of women in managerial positions (%),Developing regions,2002,22.24
Proportion of women in managerial positions (%),Developing regions,2003,22.43
Proportion of women in managerial positions (%),Developing regions,2004,22.59
Proportion of women in managerial positions (%),Developing regions,2005,23.04
Proportion of women in managerial positions (%),Developing regions,2006,23.18
Proportion of women in managerial positions (%),Developing regions,2007,23.61
Proportion of women in managerial positions (%),Developing regions,2008,23.47
Proportion of women in managerial positions (%),Developing regions,2009,23.54
Proportion of women in managerial positions (%),Developing regions,2010,23.52
Proportion of women in managerial positions (%),Developing regions,2011,23.4
Proportion of women in managerial positions (%),Developing regions,2012,22.87
Proportion of women in managerial positions (%),Developing regions,2013,23.12
Proportion of women in managerial positions (%),Developing regions,2014,23.36
Proportion of women in managerial positions (%),Developing regions,2015,23.5
Proportion of women in managerial positions (%),Developing regions,2016,23.83
Proportion of women in managerial positions (%),Developing regions,2017,23.94
Proportion of women in managerial positions (%),Developing regions,2018,24.07
Proportion of women in managerial positions (%),Developing regions,2019,24.38
Proportion of women in managerial positions (%),Developing regions,2020,24.06
Proportion of women in managerial positions (%),Namibia,2000,30.19
Proportion of women in managerial positions (%),Namibia,2004,35.98
Proportion of women in managerial positions (%),Namibia,2010,36.56
Proportion of women in managerial positions (%),Namibia,2012,29.7
Proportion of women in managerial positions (%),Namibia,2013,42.6
Proportion of women in managerial positions (%),Namibia,2014,43.97
Proportion of women in managerial positions (%),Namibia,2016,39.9
Proportion of women in managerial positions (%),Namibia,2018,43.57
Proportion of women in managerial positions (%),Eastern Asia (excluding Japan),2000,20.74
Proportion of women in managerial positions (%),Eastern Asia (excluding Japan),2001,21.17
Proportion of women in managerial positions (%),Eastern Asia (excluding Japan),2002,21.55
Proportion of women in managerial positions (%),Eastern Asia (excluding Japan),2003,21.96
Proportion of women in managerial positions (%),Eastern Asia (excluding Japan),2004,22.29
Proportion of women in managerial positions (%),Eastern Asia (excluding Japan),2005,22.78
Proportion of women in managerial positions (%),Eastern Asia (excluding Japan),2006,23.39
Proportion of women in managerial positions (%),Eastern Asia (excluding Japan),2007,24
Proportion of women in managerial positions (%),Eastern Asia (excluding Japan),2008,24.44
Proportion of women in managerial positions (%),Eastern Asia (excluding Japan),2009,24.91
Proportion of women in managerial positions (%),Eastern Asia (excluding Japan),2010,25.35
Proportion of women in managerial positions (%),Eastern Asia (excluding Japan),2011,25.82
Proportion of women in managerial positions (%),Eastern Asia (excluding Japan),2012,26.36
Proportion of women in managerial positions (%),Eastern Asia (excluding Japan),2013,26.85
Proportion of women in managerial positions (%),Eastern Asia (excluding Japan),2014,27.3
Proportion of women in managerial positions (%),Eastern Asia (excluding Japan),2015,27.78
Proportion of women in managerial positions (%),Eastern Asia (excluding Japan),2016,28.17
Proportion of women in managerial positions (%),Eastern Asia (excluding Japan),2017,28.56
Proportion of women in managerial positions (%),Eastern Asia (excluding Japan),2018,28.84
Proportion of women in managerial positions (%),Eastern Asia (excluding Japan),2019,29.15
Proportion of women in managerial positions (%),Eastern Asia (excluding Japan),2020,29.46
Proportion of women in managerial positions (%),Nauru,2013,36.12
Proportion of women in managerial positions (%),Nepal,2008,18.37
Proportion of women in managerial positions (%),Nepal,2017,13.17
Proportion of women in managerial positions (%),Netherlands,2000,25.33
Proportion of women in managerial positions (%),Netherlands,2001,26.18
Proportion of women in managerial positions (%),Netherlands,2002,25.35
Proportion of women in managerial positions (%),Netherlands,2003,25.67
Proportion of women in managerial positions (%),Netherlands,2004,25.4
Proportion of women in managerial positions (%),Netherlands,2005,24.97
Proportion of women in managerial positions (%),Netherlands,2006,26.73
Proportion of women in managerial positions (%),Netherlands,2007,27.42
Proportion of women in managerial positions (%),Netherlands,2008,27.27
Proportion of women in managerial positions (%),Netherlands,2009,28.16
Proportion of women in managerial positions (%),Netherlands,2010,28.42
Proportion of women in managerial positions (%),Netherlands,2011,29.27
Proportion of women in managerial positions (%),Netherlands,2012,28.78
Proportion of women in managerial positions (%),Netherlands,2013,24.58
Proportion of women in managerial positions (%),Netherlands,2014,25.46
Proportion of women in managerial positions (%),Netherlands,2015,26.03
Proportion of women in managerial positions (%),Netherlands,2016,25.41
Proportion of women in managerial positions (%),Netherlands,2017,26.59
Proportion of women in managerial positions (%),Netherlands,2018,25.66
Proportion of women in managerial positions (%),Netherlands,2019,27.07
